stop_id,stop_name,arrival_time,stop_sequence,direction_id,route_short_name,route_long_name,route_type
1166834,Châtelet,40800,8,0,14,(MAIRIE DE SAINT-OUEN <-> OLYMPIADES) - Aller,1
1166832,Gare de Lyon,40980,9,0,14,(MAIRIE DE SAINT-OUEN <-> OLYMPIADES) - Aller,1
1166830,Bercy,41100,10,0,14,(MAIRIE DE SAINT-OUEN <-> OLYMPIADES) - Aller,1
1166828,Cour Saint-Emilion,41160,11,0,14,(MAIRIE DE SAINT-OUEN <-> OLYMPIADES) - Aller,1
1166826,Bibliothèque-François Mitterrand,41280,12,0,14,(MAIRIE DE SAINT-OUEN <-> OLYMPIADES) - Aller,1
1166824,Olympiades,41400,13,0,14,(MAIRIE DE SAINT-OUEN <-> OLYMPIADES) - Aller,1
1166824,Olympiades,41400,1,1,14,(MAIRIE DE SAINT-OUEN <-> OLYMPIADES) - Retour,1
1166826,Bibliothèque-François Mitterrand,41520,2,1,14,(MAIRIE DE SAINT-OUEN <-> OLYMPIADES) - Retour,1
1166828,Cour Saint-Emilion,41640,3,1,14,(MAIRIE DE SAINT-OUEN <-> OLYMPIADES) - Retour,1
1166830,Bercy,41700,4,1,14,(MAIRIE DE SAINT-OUEN <-> OLYMPIADES) - Retour,1
1166832,Gare de Lyon,41820,5,1,14,(MAIRIE DE SAINT-OUEN <-> OLYMPIADES) - Retour,1
1166834,Châtelet,42000,6,1,14,(MAIRIE DE SAINT-OUEN <-> OLYMPIADES) - Retour,1
6129304,Pyramides,42120,7,1,14,(MAIRIE DE SAINT-OUEN <-> OLYMPIADES) - Retour,1
1166838,Madeleine,42240,8,1,14,(MAIRIE DE SAINT-OUEN <-> OLYMPIADES) - Retour,1
1166840,Saint-Lazare,42300,9,1,14,(MAIRIE DE SAINT-OUEN <-> OLYMPIADES) - Retour,1
9999994,Pont Cardinet,42360,10,1,14,(MAIRIE DE SAINT-OUEN <-> OLYMPIADES) - Retour,1
9999995,Porte de Clichy,42420,11,1,14,(MAIRIE DE SAINT-OUEN <-> OLYMPIADES) - Retour,1
9999996,Saint-Ouen,42480,12,1,14,(MAIRIE DE SAINT-OUEN <-> OLYMPIADES) - Retour,1
9999997,Mairie de Saint-Ouen,42540,13,1,14,(MAIRIE DE SAINT-OUEN <-> OLYMPIADES) - Retour,1
1670,Saint-Germain-en-Laye,44700,1,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1851,Le Vésinet-Le Pecq,44880,2,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1850,Le Vésinet-Centre,45000,3,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1970,Chatou-Croissy,45180,4,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1713,Rueil-Malmaison,45300,5,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1831,Nanterre-Ville,45420,6,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1830,Nanterre-Université,45540,7,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1829,Nanterre-Préfecture,45720,8,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1913,La Défense (Grande Arche),45840,9,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
2084,Charles de Gaulle-Etoile,46080,10,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
2053,Auber,46260,11,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1967,Châtelet-Les Halles,46440,12,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1956,Gare de Lyon,46620,13,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1835,Nation,46740,14,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1631,Vincennes,46980,15,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1943,Fontenay-sous-Bois,47100,16,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1838,Nogent-sur-Marne,47220,17,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1904,Joinville-le-Pont,47400,18,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1671,Saint-Maur Créteil,47520,19,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1848,Le Parc de Saint-Maur,47640,20,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
2024,Champigny,47760,21,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1919,La Varenne-Chennevières,47880,22,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1680,Sucy Bonneuil,48060,23,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
2074,Boissy-Saint-Léger,48300,24,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
2074,Boissy-Saint-Léger,48300,1,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1680,Sucy Bonneuil,48540,2,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1919,La Varenne-Chennevières,48720,3,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
2024,Champigny,48840,4,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1848,Le Parc de Saint-Maur,48960,5,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1671,Saint-Maur Créteil,49080,6,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1904,Joinville-le-Pont,49200,7,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1838,Nogent-sur-Marne,49380,8,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1943,Fontenay-sous-Bois,49500,9,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1631,Vincennes,49620,10,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1835,Nation,49860,11,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1956,Gare de Lyon,49980,12,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1967,Châtelet-Les Halles,50160,13,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
2053,Auber,50340,14,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
2084,Charles de Gaulle-Etoile,50520,15,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1913,La Défense (Grande Arche),50760,16,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1829,Nanterre-Préfecture,50880,17,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1830,Nanterre-Université,51060,18,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1831,Nanterre-Ville,51180,19,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1713,Rueil-Malmaison,51300,20,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1970,Chatou-Croissy,51420,21,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1850,Le Vésinet-Centre,51600,22,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1851,Le Vésinet-Le Pecq,51720,23,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1670,Saint-Germain-en-Laye,51900,24,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
48429,Cergy-Le-Haut,45120,1,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
2022,Cergy-Saint-Christophe,45300,2,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
2021,Cergy-Préfecture,45480,3,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
48433,Neuville-Université,45720,4,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1983,Conflans-Fin d'Oise,45900,5,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
2039,Achères-Ville,46080,6,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1878,Maisons-Laffitte,46440,7,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1643,Sartrouville,46560,8,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1894,Houilles Carrières-sur-Seine,46740,9,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1829,Nanterre-Préfecture,47100,10,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1913,La Défense (Grande Arche),47220,11,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
2084,Charles de Gaulle-Etoile,47460,12,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
2053,Auber,47640,13,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1967,Châtelet-Les Halles,47820,14,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1956,Gare de Lyon,48000,15,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1835,Nation,48120,16,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1631,Vincennes,48360,17,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1689,Val de Fontenay,48600,18,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1652,Noisy-le-Grand (Mont d'Est),48900,19,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1840,Noisy-Champs,49080,20,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1839,Noisiel,49260,21,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1859,Lognes,49380,22,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1636,Torcy,49500,23,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
2012,Bussy-Saint-Georges,49740,24,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
161468,Val d'europe,49980,25,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1885,Marne-la-Vallée Chessy,50160,26,0,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Aller,2
1885,Marne-la-Vallée Chessy,50160,1,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
161468,Val d'europe,49980,2,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
2012,Bussy-Saint-Georges,49800,3,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1636,Torcy,49560,4,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1859,Lognes,49380,5,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1839,Noisiel,49200,6,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1840,Noisy-Champs,48840,7,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1652,Noisy-le-Grand (Mont d'Est),48720,8,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1689,Val de Fontenay,48540,9,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1631,Vincennes,48180,10,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1835,Nation,48060,11,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1956,Gare de Lyon,47820,12,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1967,Châtelet-Les Halles,47640,13,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
2053,Auber,47460,14,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
2084,Charles de Gaulle-Etoile,47280,15,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1913,La Défense (Grande Arche),47160,16,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1829,Nanterre-Préfecture,46920,17,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1894,Houilles Carrières-sur-Seine,46680,18,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1643,Sartrouville,46380,19,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1878,Maisons-Laffitte,46200,20,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
2039,Achères-Ville,46020,21,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1983,Conflans-Fin d'Oise,45900,22,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
48433,Neuville-Université,45780,23,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
2021,Cergy-Préfecture,45540,24,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
2022,Cergy-Saint-Christophe,45300,25,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
48429,Cergy-Le-Haut,45120,26,1,A,(CERGY-POISSY-SAINT GERMAIN EN LAYE <-> MARNE LA VALLEE-BOISSY SAINT LEGER) - Retour,2
1821,Mitry-Claye,20640,1,0,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Aller,2
1697,Villeparisis,20880,2,0,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Aller,2
1693,Vert-Galant,21060,3,0,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Aller,2
1664,Sevran Livry,21240,4,0,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Aller,2
2056,Aulnay-sous-Bois,21480,5,0,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Aller,2
2070,Blanc-Mesnil,21600,6,0,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Aller,2
1999,Drancy,21720,7,0,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Aller,2
1923,Le Bourget,21900,8,0,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Aller,2
2054,La Courneuve-Aubervilliers,22080,9,0,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Aller,2
1918,La Plaine-Stade de France,22260,10,0,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Aller,2
2077,Gare du Nord,22620,11,0,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Aller,2
1968,Châtelet-Les Halles,22800,12,0,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Aller,2
1672,Saint-Michel Notre-Dame,22920,13,0,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Aller,2
1866,Luxembourg,23040,14,0,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Aller,2
1650,Port-Royal,23160,15,0,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Aller,2
1998,Denfert-Rochereau,23280,16,0,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Aller,2
1976,Cité Universitaire,23400,17,0,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Aller,2
1960,Gentilly,23520,18,0,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Aller,2
1921,Laplace,23580,19,0,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Aller,2
2047,Arcueil-Cachan,23760,20,0,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Aller,2
2059,Bagneux,23820,21,0,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Aller,2
2006,Bourg-la-Reine,24000,22,0,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Aller,2
1660,Sceaux,24120,23,0,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Aller,2
1942,Fontenay-aux-Roses,24240,24,0,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Aller,2
1705,Robinson,24420,25,0,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Aller,2
1705,Robinson,24420,1,1,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Retour,2
1942,Fontenay-aux-Roses,24600,2,1,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Retour,2
1660,Sceaux,24720,3,1,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Retour,2
2006,Bourg-la-Reine,24840,4,1,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Retour,2
2059,Bagneux,25020,5,1,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Retour,2
2047,Arcueil-Cachan,25080,6,1,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Retour,2
1921,Laplace,25260,7,1,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Retour,2
1960,Gentilly,25320,8,1,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Retour,2
1976,Cité Universitaire,25440,9,1,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Retour,2
1998,Denfert-Rochereau,25560,10,1,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Retour,2
1650,Port-Royal,25680,11,1,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Retour,2
1866,Luxembourg,25800,12,1,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Retour,2
1672,Saint-Michel Notre-Dame,25920,13,1,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Retour,2
1968,Châtelet-Les Halles,26040,14,1,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Retour,2
2077,Gare du Nord,26220,15,1,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Retour,2
1918,La Plaine-Stade de France,26580,16,1,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Retour,2
2054,La Courneuve-Aubervilliers,26760,17,1,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Retour,2
1923,Le Bourget,26940,18,1,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Retour,2
1999,Drancy,27120,19,1,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Retour,2
2070,Blanc-Mesnil,27240,20,1,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Retour,2
2056,Aulnay-sous-Bois,27360,21,1,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Retour,2
1664,Sevran Livry,27600,22,1,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Retour,2
1693,Vert-Galant,27780,23,1,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Retour,2
1697,Villeparisis,27960,24,1,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Retour,2
1821,Mitry-Claye,28200,25,1,B,(AEROPORT CH.DE GAULLE 2-MITRY CLAYE <-> ROBINSON-SAINT REMY LES CHEVREUSE) - Retour,2
